Name,Class,Reg. No,Age
Bob,II M.Tech,20462,20
Bob,I M.Tech,15246,23
David,I M.Tech,13552,28
Alice,II M.Tech,26458,24
Alice,II M.Tech,3681,26
Charlie,II M.Sc(M),29156,28
Eva,I M.Sc(M),5137,26
Charlie,B.Sc(Hons),27247,25
Eva,I M.Tech,67190,25
Bob,I M.Tech,3102,21
Alice,I M.Sc(M),62711,21
Bob,II M.Sc(M),58700,24
Bob,II M.Sc(M),33985,29
Bob,B.Sc(Hons),62335,28
Bob,I M.Sc(M),65114,20
Bob,II M.Sc(M),4078,23
Bob,I M.Tech,11944,25
Charlie,II M.Sc(M),85721,21
Alice,I M.Sc(M),95758,29
Charlie,I M.Sc(M),170,22
Eva,B.Sc(Hons),85367,27
Alice,II M.Tech,78661,27
Charlie,B.Sc(Hons),22712,21
Charlie,II M.Sc(M),63168,29
Alice,B.Sc(Hons),74007,23
Bob,II M.Sc(M),78013,25
Charlie,I M.Sc(M),48003,25
Bob,B.Sc(Hons),65120,27
Charlie,B.Sc(Hons),538,21
Eva,II M.Tech,42577,20
Alice,B.Sc(Hons),38384,23
Alice,II M.Sc(M),39091,25
Bob,I M.Tech,56399,20
Alice,II M.Sc(M),14847,24
Alice,II M.Sc(M),66351,21
David,B.Sc(Hons),15686,28
Charlie,I M.Sc(M),64179,22
David,I M.Tech,82118,23
David,I M.Tech,48579,23
Charlie,II M.Tech,32536,26
Bob,II M.Tech,98900,23
Charlie,II M.Tech,30445,24
Charlie,I M.Tech,65853,26
David,I M.Sc(M),89144,21
David,II M.Tech,81760,26
Eva,I M.Sc(M),82352,22
Charlie,B.Sc(Hons),33945,20
Alice,II M.Tech,86437,25
Eva,II M.Sc(M),10171,27
Bob,II M.Tech,56447,24
David,I M.Tech,39533,30
Charlie,I M.Sc(M),86604,30
Charlie,I M.Sc(M),76485,21
Eva,II M.Sc(M),33881,24
Charlie,I M.Sc(M),8031,29
Alice,I M.Sc(M),7641,26
Charlie,II M.Sc(M),68930,30
Charlie,I M.Tech,75767,28
David,II M.Sc(M),78742,25
Eva,I M.Sc(M),12616,23
Charlie,B.Sc(Hons),26362,22
Eva,II M.Sc(M),42601,24
David,I M.Sc(M),23691,30
Eva,I M.Sc(M),925,22
Eva,II M.Sc(M),28691,24
Eva,I M.Sc(M),2268,30
Alice,I M.Sc(M),8144,24
Bob,II M.Tech,93310,22
Eva,II M.Tech,66333,22
Bob,II M.Sc(M),26771,29
Eva,II M.Sc(M),59491,29
Eva,I M.Sc(M),82476,22
Bob,I M.Sc(M),98826,25
Eva,B.Sc(Hons),16625,20
Bob,I M.Sc(M),94106,24
Eva,II M.Tech,47526,20
Bob,B.Sc(Hons),62481,28
Bob,B.Sc(Hons),89989,28
Eva,I M.Tech,95288,22
Alice,II M.Sc(M),38142,23
Bob,I M.Tech,53645,21
Alice,I M.Tech,94709,26
Alice,II M.Tech,91239,23
Eva,I M.Tech,69664,24
Eva,B.Sc(Hons),25220,25
Bob,II M.Sc(M),18947,23
Eva,B.Sc(Hons),67759,22
Bob,B.Sc(Hons),54656,27
Alice,II M.Sc(M),8560,28
Bob,II M.Tech,27787,23
Charlie,II M.Sc(M),16978,20
Charlie,B.Sc(Hons),2833,26
Alice,I M.Sc(M),86081,28
Alice,II M.Sc(M),66520,23
Alice,I M.Sc(M),8299,21
Eva,I M.Tech,90202,27
Bob,II M.Tech,40900,27
David,I M.Tech,93706,24
Eva,II M.Sc(M),44785,30
David,I M.Sc(M),56887,21
Eva,II M.Tech,22583,28
Bob,B.Sc(Hons),59271,30
David,II M.Sc(M),47332,25
Bob,II M.Tech,27552,26
Charlie,I M.Tech,68547,22
Charlie,I M.Tech,31135,30
Bob,II M.Tech,58270,28
Bob,I M.Sc(M),2756,24
David,II M.Sc(M),78682,29
Charlie,II M.Tech,80584,23
Charlie,I M.Sc(M),34621,25
Eva,II M.Sc(M),93750,28
Eva,II M.Tech,81610,27
Alice,II M.Sc(M),42391,22
Eva,I M.Tech,31381,29
Bob,II M.Sc(M),20515,29
Charlie,II M.Sc(M),20687,20
Charlie,I M.Tech,59176,23
Charlie,II M.Tech,50304,20
Eva,II M.Sc(M),50202,23
Bob,II M.Tech,95714,27
Alice,II M.Tech,2341,27
David,II M.Sc(M),70210,22
Eva,II M.Tech,39299,27
Eva,B.Sc(Hons),15472,30
Charlie,I M.Tech,26127,23
Alice,I M.Tech,73811,29
David,II M.Sc(M),52176,26
Alice,I M.Sc(M),4516,28
Eva,B.Sc(Hons),73442,29
Eva,I M.Tech,7015,30
Bob,I M.Tech,69779,24
Eva,I M.Tech,18082,28
Eva,I M.Tech,9547,20
Alice,II M.Tech,35186,28
Eva,II M.Tech,50461,26
Alice,B.Sc(Hons),15033,24
Bob,I M.Sc(M),16410,20
Bob,II M.Tech,7853,29
Charlie,II M.Tech,35805,21
Eva,II M.Tech,13586,20
Alice,I M.Tech,98918,24
Alice,II M.Sc(M),63592,23
Bob,II M.Sc(M),81384,20
David,I M.Sc(M),30989,27
Charlie,II M.Sc(M),49392,27
Charlie,I M.Tech,77707,23
David,II M.Sc(M),88734,20
David,II M.Sc(M),53101,21
Charlie,I M.Tech,71073,30
Charlie,I M.Tech,34240,26
Bob,II M.Tech,43777,26
Charlie,II M.Tech,96268,29
Eva,I M.Tech,11415,29
Charlie,II M.Sc(M),33837,29
David,II M.Sc(M),23018,21
Charlie,II M.Tech,11226,26
Alice,II M.Tech,87018,20
Charlie,I M.Sc(M),92232,21
Bob,I M.Sc(M),45427,30
Charlie,B.Sc(Hons),89525,28
David,II M.Sc(M),21923,30
Charlie,I M.Sc(M),35369,20
Eva,II M.Sc(M),96778,25
Charlie,II M.Sc(M),98096,26
Eva,B.Sc(Hons),82632,22
David,I M.Sc(M),99112,21
Bob,B.Sc(Hons),21715,23
Eva,I M.Tech,58788,27
Charlie,B.Sc(Hons),80226,26
David,B.Sc(Hons),73556,30
Bob,II M.Sc(M),99207,24
Bob,II M.Sc(M),73472,28
Bob,I M.Tech,85296,26
Charlie,I M.Sc(M),79111,26
Charlie,I M.Sc(M),50920,20
Eva,II M.Sc(M),29071,24
Charlie,II M.Sc(M),762,22
Alice,II M.Tech,63543,23
Eva,II M.Tech,34400,22
Charlie,B.Sc(Hons),89380,20
Eva,I M.Sc(M),80994,30
David,B.Sc(Hons),82811,21
Bob,II M.Sc(M),67414,26
David,II M.Sc(M),86820,29
Eva,B.Sc(Hons),29139,24
Eva,B.Sc(Hons),86630,20
Alice,II M.Sc(M),27145,23
Charlie,I M.Sc(M),1953,21
Eva,I M.Sc(M),48953,27
Alice,I M.Tech,97625,27
David,II M.Sc(M),71740,25
Eva,I M.Sc(M),94423,30
Alice,I M.Sc(M),36332,27
Eva,I M.Tech,84537,29
Eva,II M.Tech,13528,30
Alice,I M.Sc(M),58766,26
Charlie,II M.Tech,27688,23
David,II M.Sc(M),37813,28
Bob,II M.Tech,2097,25
Bob,B.Sc(Hons),23627,20
David,II M.Tech,15801,20
Bob,I M.Tech,53563,22
Bob,B.Sc(Hons),79941,30
Eva,I M.Sc(M),73851,20
Bob,II M.Sc(M),92809,21
Eva,I M.Sc(M),25825,27
David,I M.Sc(M),5553,27
Alice,I M.Tech,62606,21
David,B.Sc(Hons),3754,29
Alice,II M.Sc(M),27744,22
David,B.Sc(Hons),68771,23
Eva,B.Sc(Hons),65600,27
David,II M.Tech,95868,29
David,I M.Tech,88334,29
Bob,B.Sc(Hons),80255,20
Bob,I M.Tech,43536,23
David,B.Sc(Hons),51414,23
Charlie,I M.Sc(M),89577,22
David,B.Sc(Hons),72416,29
Alice,B.Sc(Hons),9086,30
Charlie,I M.Tech,80910,30
Bob,B.Sc(Hons),15053,20
David,B.Sc(Hons),84992,28
Alice,II M.Sc(M),27869,24
Eva,I M.Sc(M),38439,24
Charlie,B.Sc(Hons),39354,26
Charlie,B.Sc(Hons),48892,29
Alice,II M.Tech,89950,28
David,II M.Tech,37386,28
David,II M.Sc(M),18728,27
Bob,I M.Sc(M),29357,29
Eva,B.Sc(Hons),24606,29
Eva,II M.Sc(M),73984,28
Alice,B.Sc(Hons),24938,22
David,II M.Tech,90025,22
Eva,II M.Sc(M),64232,20
Eva,I M.Sc(M),75379,26
Eva,I M.Tech,13270,23
Eva,B.Sc(Hons),23240,22
Alice,II M.Tech,12440,21
Bob,II M.Sc(M),46055,24
Eva,II M.Sc(M),48465,29
Eva,B.Sc(Hons),20066,30
Eva,II M.Tech,80208,28
Eva,II M.Sc(M),39456,23
David,II M.Tech,9102,26
Alice,II M.Tech,78673,28
Alice,I M.Tech,85682,20
Eva,II M.Tech,7594,26
Bob,II M.Sc(M),36796,28
Alice,II M.Sc(M),19423,28
Charlie,I M.Sc(M),35500,24
Alice,II M.Tech,97321,28
Bob,I M.Tech,28110,24
Eva,II M.Sc(M),62988,29
Charlie,B.Sc(Hons),9797,23
Charlie,I M.Sc(M),39748,29
Bob,I M.Tech,63727,27
Bob,I M.Sc(M),25453,24
Alice,II M.Tech,83588,28
Alice,B.Sc(Hons),58887,28
Eva,I M.Sc(M),27485,29
Bob,B.Sc(Hons),40883,21
Charlie,II M.Sc(M),26704,26
David,I M.Sc(M),79230,25
Charlie,II M.Sc(M),47528,26
David,II M.Sc(M),84823,22
Alice,I M.Tech,94075,26
David,I M.Tech,38716,21
Charlie,I M.Sc(M),22903,22
Charlie,I M.Tech,70652,26
Eva,I M.Sc(M),18491,24
Bob,I M.Tech,38264,21
Alice,II M.Tech,2027,21
David,II M.Tech,26972,29
Bob,B.Sc(Hons),6685,24
Eva,B.Sc(Hons),18955,20
David,I M.Tech,31393,30
David,I M.Sc(M),23235,22
David,II M.Tech,82078,26
Eva,B.Sc(Hons),75550,24
Bob,I M.Sc(M),74593,23
Alice,II M.Tech,26441,21
Alice,B.Sc(Hons),22286,21
Eva,II M.Tech,21587,28
David,II M.Tech,11979,20
Bob,I M.Sc(M),36573,23
Charlie,II M.Tech,84144,29
Charlie,B.Sc(Hons),56090,20
Eva,I M.Tech,9888,23
Bob,I M.Tech,81670,29
David,I M.Sc(M),10237,21
Alice,II M.Sc(M),37778,30
Charlie,II M.Sc(M),9858,28
Eva,I M.Tech,40182,22
David,II M.Tech,15147,23
Bob,II M.Sc(M),5906,24
Bob,II M.Tech,33404,30
Bob,II M.Sc(M),84731,22
Bob,II M.Tech,82118,26
Charlie,I M.Tech,94663,23
Alice,I M.Sc(M),29378,28
Alice,II M.Sc(M),93536,28
Bob,I M.Sc(M),56334,29
Eva,I M.Tech,3212,23
Alice,I M.Sc(M),27772,22
Eva,I M.Sc(M),24635,26
David,I M.Sc(M),69161,29
David,I M.Sc(M),78867,20
David,II M.Tech,50938,21
David,II M.Tech,79913,30
Bob,II M.Sc(M),87888,29
Charlie,I M.Sc(M),51394,22
Bob,II M.Tech,69984,28
Eva,I M.Tech,10618,27
David,II M.Tech,6287,23
Eva,II M.Sc(M),31241,24
Charlie,II M.Tech,32056,25
Alice,I M.Tech,92550,22
Charlie,B.Sc(Hons),26702,25
David,I M.Tech,14712,26
David,II M.Sc(M),98407,26
Eva,I M.Tech,83899,29
Charlie,I M.Tech,69404,24
David,II M.Tech,97981,24
David,I M.Sc(M),25351,25
Eva,I M.Tech,88461,28
Bob,II M.Tech,96055,24
Alice,II M.Tech,1016,21
David,I M.Sc(M),92716,28
Alice,II M.Sc(M),62397,21
David,II M.Sc(M),13422,29
David,II M.Sc(M),8026,29
David,II M.Sc(M),52154,25
David,I M.Sc(M),10450,24
Charlie,I M.Tech,8911,21
Bob,I M.Sc(M),63012,30
Charlie,II M.Tech,93669,30
David,II M.Tech,7087,25
Eva,I M.Tech,70073,21
David,II M.Sc(M),23024,29
Alice,II M.Sc(M),79496,27
Alice,II M.Sc(M),2476,29
David,II M.Tech,19989,26
Charlie,II M.Tech,19976,21
Eva,I M.Sc(M),60840,23
Alice,II M.Sc(M),61231,23
Charlie,I M.Sc(M),5347,27
Eva,B.Sc(Hons),17333,23
Eva,I M.Sc(M),97236,30
Bob,I M.Tech,71704,26
Bob,I M.Tech,88943,28
Alice,II M.Tech,2578,26
Bob,II M.Tech,34179,29
Eva,II M.Sc(M),90507,24
Eva,I M.Tech,72807,30
Bob,II M.Sc(M),54592,26
Bob,II M.Tech,9377,22
Charlie,B.Sc(Hons),77845,23
Alice,I M.Tech,24793,21
Charlie,II M.Tech,80724,22
Bob,II M.Sc(M),47699,21
Charlie,II M.Sc(M),46796,23
David,II M.Tech,77615,26
Alice,B.Sc(Hons),68530,26
Charlie,I M.Sc(M),96986,26
David,II M.Sc(M),47691,24
Eva,II M.Tech,25519,25
Bob,B.Sc(Hons),97283,25
Eva,II M.Sc(M),78773,27
Charlie,B.Sc(Hons),19978,21
Eva,B.Sc(Hons),37299,23
Eva,I M.Sc(M),26513,24
David,I M.Sc(M),6102,27
Charlie,I M.Tech,4790,25
Bob,B.Sc(Hons),13981,23
Bob,B.Sc(Hons),4397,26
Bob,II M.Tech,82455,28
David,II M.Sc(M),69792,29
Eva,B.Sc(Hons),47364,29
Alice,II M.Tech,85021,20
Alice,I M.Sc(M),13956,23
Eva,II M.Sc(M),64981,30
Eva,B.Sc(Hons),99120,27
Eva,I M.Sc(M),15416,28
Eva,B.Sc(Hons),79707,26
Eva,II M.Sc(M),81499,28
Eva,B.Sc(Hons),39280,23
Alice,II M.Sc(M),49225,23
Bob,I M.Tech,57926,30
Alice,I M.Sc(M),67529,23
Alice,II M.Tech,48590,23
Eva,B.Sc(Hons),70677,24
Charlie,I M.Tech,9618,25
David,II M.Tech,3716,26
Charlie,B.Sc(Hons),34843,21
Eva,I M.Sc(M),93079,24
Charlie,I M.Tech,73829,29
Bob,II M.Tech,53244,28
Eva,I M.Tech,97643,29
Charlie,I M.Tech,34331,23
Eva,I M.Sc(M),96886,23
Bob,II M.Tech,40603,30
Eva,II M.Sc(M),34217,24
Alice,I M.Sc(M),37482,30
Bob,I M.Tech,10388,23
Eva,II M.Sc(M),1261,27
Alice,I M.Tech,79338,23
David,B.Sc(Hons),32369,30
Bob,II M.Sc(M),21818,22
David,I M.Tech,50044,22
David,I M.Tech,10977,23
Alice,II M.Tech,92739,29
Eva,B.Sc(Hons),8405,20
Bob,I M.Sc(M),4777,25
Charlie,B.Sc(Hons),50663,27
Alice,II M.Tech,37092,30
Bob,I M.Sc(M),77824,24
Bob,B.Sc(Hons),56329,22
Charlie,II M.Tech,6513,20
Charlie,I M.Sc(M),69597,25
Eva,I M.Sc(M),69525,30
Bob,II M.Sc(M),61125,23
Charlie,B.Sc(Hons),92929,22
Eva,I M.Sc(M),95802,30
Eva,II M.Tech,99517,23
Bob,B.Sc(Hons),57437,21
David,B.Sc(Hons),85104,22
Eva,II M.Sc(M),31405,20
Alice,B.Sc(Hons),82904,20
Charlie,I M.Sc(M),60187,20
Alice,II M.Tech,38161,25
Charlie,I M.Sc(M),56559,24
Bob,II M.Tech,58793,21
Bob,B.Sc(Hons),39554,30
Bob,II M.Sc(M),84000,23
Eva,I M.Sc(M),33625,23
Alice,II M.Tech,17084,20
David,II M.Sc(M),96735,21
Charlie,II M.Sc(M),49671,26
David,I M.Sc(M),78992,20
Eva,II M.Tech,13096,23
David,II M.Tech,99153,23
Charlie,II M.Tech,10062,25
David,I M.Tech,35181,24
Eva,II M.Tech,11649,20
Alice,I M.Sc(M),43505,26
Charlie,I M.Tech,96546,22
David,I M.Tech,22365,25
Eva,I M.Tech,80407,28
Eva,II M.Sc(M),56791,26
Bob,B.Sc(Hons),10953,28
Bob,B.Sc(Hons),29430,27
Charlie,II M.Tech,63602,28
David,B.Sc(Hons),854,29
Alice,I M.Sc(M),21764,27
Bob,I M.Tech,89539,27
Eva,I M.Tech,80590,26
Eva,B.Sc(Hons),77955,24
Charlie,B.Sc(Hons),89632,29
Eva,I M.Sc(M),34645,27
Eva,B.Sc(Hons),28473,27
Eva,II M.Tech,20860,30
Eva,II M.Sc(M),26096,29
Alice,II M.Tech,57937,25
Charlie,B.Sc(Hons),27002,26
Eva,II M.Tech,5311,20
Bob,II M.Tech,26856,29
Bob,II M.Sc(M),92905,28
Charlie,I M.Tech,29559,22
Charlie,I M.Tech,31067,26
Bob,B.Sc(Hons),33761,25
David,II M.Sc(M),26374,22
Eva,I M.Tech,12125,20
Bob,II M.Tech,86617,27
Eva,II M.Sc(M),41144,23
Charlie,I M.Sc(M),64869,27
David,II M.Tech,50754,20
Bob,B.Sc(Hons),317,24
Charlie,II M.Tech,44409,24
Bob,II M.Sc(M),66914,22
Charlie,I M.Tech,53495,29
David,B.Sc(Hons),44604,25
Eva,I M.Tech,41505,24
David,I M.Sc(M),54341,30
Alice,I M.Sc(M),26581,20
Eva,II M.Sc(M),332,29
Charlie,I M.Sc(M),55015,24
Alice,II M.Tech,3847,21
Alice,I M.Tech,23498,22
Alice,II M.Sc(M),85057,29
Bob,II M.Sc(M),84795,27
Alice,II M.Tech,5542,30
Alice,I M.Sc(M),33372,25
Eva,I M.Sc(M),52666,21
Eva,I M.Sc(M),41250,29
Bob,I M.Tech,80502,24
David,II M.Tech,36034,29
Eva,I M.Tech,99157,23
David,II M.Tech,13244,22
Alice,II M.Sc(M),29819,30
David,B.Sc(Hons),1934,27
David,B.Sc(Hons),29690,30
Bob,II M.Sc(M),69947,28
Alice,I M.Sc(M),99669,22
Alice,I M.Tech,22974,22
David,I M.Sc(M),33065,27
Alice,I M.Tech,12467,23
Charlie,B.Sc(Hons),79253,20
Eva,II M.Tech,2826,26
Eva,B.Sc(Hons),59895,21
Charlie,II M.Tech,92892,24
Charlie,I M.Tech,96822,30
Alice,I M.Sc(M),61438,30
Alice,II M.Tech,6703,30
Eva,II M.Tech,74864,30
Alice,II M.Tech,33270,27
Charlie,II M.Tech,36981,22
Alice,I M.Sc(M),7673,21
Charlie,I M.Sc(M),11164,27
Charlie,II M.Sc(M),36057,29
Eva,II M.Sc(M),32006,29
David,B.Sc(Hons),15323,24
Bob,B.Sc(Hons),10226,22
Charlie,II M.Sc(M),25074,23
Alice,II M.Sc(M),83878,27
Eva,I M.Tech,62883,29
David,I M.Sc(M),40040,21
Bob,I M.Sc(M),92057,20
Alice,I M.Tech,89119,28
Bob,I M.Tech,86499,20
Bob,I M.Sc(M),13923,30
Eva,I M.Sc(M),86344,20
David,II M.Sc(M),79358,26
Eva,I M.Sc(M),38825,25
Alice,B.Sc(Hons),59543,27
David,I M.Sc(M),46915,28
Charlie,I M.Tech,14399,23
Alice,II M.Tech,19390,22
Eva,B.Sc(Hons),84669,28
David,I M.Tech,11196,28
Bob,I M.Tech,41569,30
Charlie,II M.Sc(M),47641,23
David,II M.Tech,98277,29
Eva,II M.Tech,85784,26
Eva,II M.Tech,40926,29
Bob,B.Sc(Hons),1735,25
Bob,I M.Sc(M),11606,30
David,I M.Tech,21979,24
David,I M.Sc(M),31726,21
Bob,B.Sc(Hons),45011,25
Alice,II M.Sc(M),42361,21
Alice,II M.Tech,94305,26
Eva,I M.Sc(M),1556,27
David,B.Sc(Hons),70773,21
Charlie,B.Sc(Hons),78150,21
Bob,I M.Sc(M),93300,30
Charlie,I M.Sc(M),53597,25
Eva,I M.Sc(M),3815,21
Alice,II M.Sc(M),34707,20
Charlie,B.Sc(Hons),53746,23
Charlie,I M.Tech,85214,21
David,I M.Sc(M),33748,27
Eva,I M.Sc(M),22523,23
Alice,II M.Sc(M),37107,21
Charlie,II M.Tech,87730,20
Eva,B.Sc(Hons),82787,28
Bob,I M.Tech,76672,23
Charlie,B.Sc(Hons),30507,29
Charlie,B.Sc(Hons),28795,22
Charlie,B.Sc(Hons),20972,30
Eva,I M.Tech,79623,21
Alice,II M.Tech,11953,24
Charlie,B.Sc(Hons),73715,21
Bob,I M.Tech,62173,26
Charlie,I M.Sc(M),52774,22
Bob,B.Sc(Hons),83940,28
Alice,B.Sc(Hons),78396,25
Eva,I M.Tech,82957,26
David,II M.Sc(M),66963,23
Alice,II M.Tech,25561,30
Eva,II M.Sc(M),35382,26
Alice,I M.Sc(M),89218,21
David,I M.Sc(M),83763,29
Eva,II M.Sc(M),82429,23
Bob,II M.Sc(M),65123,21
David,I M.Sc(M),54775,21
Charlie,I M.Tech,8251,20
Bob,II M.Sc(M),76210,28
Charlie,I M.Sc(M),38973,23
Alice,I M.Sc(M),90876,29
Charlie,II M.Sc(M),75887,29
Eva,I M.Tech,77538,22
Charlie,II M.Tech,84626,24
Charlie,B.Sc(Hons),97686,26
Alice,I M.Sc(M),34517,23
Bob,I M.Tech,97946,30
David,B.Sc(Hons),94194,24
Eva,II M.Tech,5936,26
David,II M.Tech,59723,21
David,I M.Sc(M),24641,30
Bob,II M.Tech,43217,30
Charlie,I M.Tech,23559,24
Charlie,I M.Sc(M),92647,24
Bob,II M.Sc(M),21430,30
Eva,II M.Tech,41015,29
Bob,B.Sc(Hons),81602,27
Bob,B.Sc(Hons),82258,28
Eva,II M.Tech,93123,27
Eva,II M.Sc(M),66459,29
Charlie,I M.Sc(M),64945,20
Alice,B.Sc(Hons),64951,25
Eva,B.Sc(Hons),33027,21
Alice,B.Sc(Hons),8852,21
David,I M.Tech,55986,23
Eva,II M.Sc(M),57544,28
Charlie,I M.Sc(M),83017,21
David,II M.Tech,31566,20
Charlie,I M.Sc(M),76126,27
Eva,I M.Tech,14613,28
Alice,II M.Tech,28967,21
Eva,II M.Tech,41225,26
Bob,I M.Tech,48374,27
Eva,II M.Sc(M),11598,26
Eva,B.Sc(Hons),38370,30
Eva,I M.Tech,4937,22
Alice,I M.Tech,29075,22
David,II M.Tech,53909,27
Alice,B.Sc(Hons),75643,24
Bob,I M.Sc(M),27951,28
Charlie,II M.Sc(M),23251,27
Charlie,I M.Sc(M),25313,24
Bob,I M.Sc(M),40486,22
David,II M.Sc(M),58113,23
David,I M.Sc(M),26402,20
David,B.Sc(Hons),5469,26
Bob,II M.Tech,44420,26
Bob,I M.Tech,63412,27
Eva,II M.Tech,146,28
Charlie,II M.Tech,82589,27
David,I M.Tech,78082,30
David,I M.Tech,50217,20
Charlie,II M.Sc(M),26284,28
Bob,I M.Sc(M),33271,22
Charlie,I M.Sc(M),6563,23
Bob,B.Sc(Hons),85355,22
Alice,II M.Tech,49464,24
Alice,I M.Sc(M),53334,23
Alice,B.Sc(Hons),73386,25
Alice,I M.Tech,76059,30
Eva,B.Sc(Hons),29534,30
Charlie,II M.Sc(M),85150,24
Alice,II M.Tech,9052,23
Eva,I M.Tech,57292,29
Bob,I M.Tech,88263,26
Alice,I M.Tech,904,20
Alice,I M.Tech,14019,20
Eva,I M.Tech,55539,25
Alice,I M.Tech,41816,22
Charlie,II M.Tech,16774,21
Alice,B.Sc(Hons),69744,29
David,B.Sc(Hons),20528,25
Charlie,B.Sc(Hons),44667,22
Bob,B.Sc(Hons),28656,26
Eva,I M.Tech,65584,24
Eva,II M.Tech,78563,23
Eva,II M.Sc(M),62258,30
Bob,I M.Tech,29525,23
Charlie,I M.Tech,27611,22
Bob,II M.Sc(M),72118,20
David,I M.Tech,68121,27
Eva,II M.Tech,21485,26
David,II M.Sc(M),8038,27
David,II M.Sc(M),25646,30
Alice,I M.Tech,96494,30
Eva,II M.Sc(M),42015,28
Alice,B.Sc(Hons),47192,21
Alice,II M.Sc(M),98899,24
Alice,I M.Sc(M),77420,28
Bob,II M.Tech,25481,21
Alice,II M.Sc(M),53192,25
Alice,I M.Tech,71693,27
Charlie,I M.Tech,92954,26
David,B.Sc(Hons),26590,21
Alice,B.Sc(Hons),95387,30
Charlie,II M.Tech,55025,22
Alice,II M.Tech,22227,28
Eva,I M.Sc(M),30942,30
David,B.Sc(Hons),39206,29
David,II M.Sc(M),13341,24
Eva,II M.Sc(M),9812,22
Bob,II M.Sc(M),42516,26
Bob,II M.Tech,91211,24
Alice,B.Sc(Hons),22469,20
Alice,B.Sc(Hons),67597,27
David,I M.Tech,11227,27
Bob,B.Sc(Hons),57930,23
Bob,I M.Sc(M),44966,26
Eva,I M.Tech,72061,27
Charlie,II M.Tech,14791,30
Bob,I M.Sc(M),4731,29
Alice,I M.Sc(M),46045,28
Alice,II M.Sc(M),8323,28
Bob,B.Sc(Hons),19410,22
Charlie,B.Sc(Hons),39432,20
Alice,I M.Sc(M),54825,29
Charlie,II M.Sc(M),14141,21
David,I M.Sc(M),29642,26
Eva,I M.Sc(M),52952,30
Charlie,II M.Sc(M),2657,25
Charlie,I M.Tech,94142,23
Charlie,II M.Sc(M),80228,20
Eva,I M.Sc(M),15851,28
Eva,II M.Tech,86652,21
Eva,B.Sc(Hons),1325,21
Charlie,B.Sc(Hons),34562,25
Bob,I M.Tech,94725,30
Bob,I M.Sc(M),60006,22
Bob,B.Sc(Hons),95860,25
Charlie,B.Sc(Hons),86022,27
David,B.Sc(Hons),27857,26
Bob,II M.Tech,15350,26
Eva,II M.Tech,31999,27
Charlie,I M.Sc(M),88493,21
Alice,II M.Tech,33144,20
David,II M.Sc(M),47727,22
Charlie,II M.Tech,45851,21
Charlie,II M.Tech,13951,21
Eva,II M.Tech,67772,20
Bob,I M.Sc(M),96676,26
Charlie,II M.Tech,56000,29
Alice,II M.Tech,35041,30
Charlie,I M.Sc(M),18120,20
Bob,I M.Sc(M),89450,28
Alice,B.Sc(Hons),588,26
David,II M.Tech,58178,20
Bob,B.Sc(Hons),23773,27
Bob,I M.Tech,73668,25
Bob,II M.Sc(M),7040,25
Eva,B.Sc(Hons),86256,26
Alice,B.Sc(Hons),77816,25
Bob,II M.Sc(M),52877,30
Charlie,II M.Tech,22340,26
Eva,II M.Sc(M),17546,30
David,B.Sc(Hons),96366,29
Alice,II M.Tech,9074,26
David,II M.Sc(M),1962,26
Charlie,I M.Sc(M),83137,20
David,B.Sc(Hons),78396,27
Charlie,I M.Sc(M),21391,29
David,I M.Sc(M),72282,28
Alice,I M.Tech,20087,24
Eva,I M.Sc(M),82638,24
Eva,II M.Sc(M),3294,21
Eva,B.Sc(Hons),84648,27
Bob,I M.Tech,56709,30
Charlie,II M.Sc(M),58360,23
Alice,I M.Sc(M),86228,30
David,B.Sc(Hons),26713,27
David,II M.Sc(M),96390,25
Charlie,II M.Sc(M),49297,23
Eva,I M.Sc(M),47252,27
David,I M.Sc(M),52324,27
David,B.Sc(Hons),27765,29
Charlie,I M.Tech,43659,24
Charlie,B.Sc(Hons),61626,22
David,I M.Tech,67095,30
Bob,II M.Tech,55107,23
Charlie,B.Sc(Hons),72789,24
David,II M.Tech,22153,27
David,II M.Tech,70579,24
Charlie,I M.Sc(M),97188,24
Alice,I M.Sc(M),58781,30
Bob,I M.Sc(M),9640,25
David,B.Sc(Hons),89306,26
Bob,I M.Sc(M),60265,22
Eva,I M.Sc(M),9040,30
David,B.Sc(Hons),88795,27
David,I M.Sc(M),32420,21
Charlie,B.Sc(Hons),90790,24
Alice,II M.Tech,33259,21
David,I M.Sc(M),8080,28
Bob,II M.Sc(M),8269,21
David,I M.Tech,70384,21
Bob,II M.Sc(M),99611,25
Eva,II M.Tech,20326,28
Eva,II M.Sc(M),90519,21
Charlie,B.Sc(Hons),79524,20
Charlie,I M.Tech,25540,24
Alice,II M.Tech,65873,27
Alice,II M.Sc(M),50949,20
Eva,B.Sc(Hons),91892,22
Eva,I M.Tech,75684,22
David,II M.Tech,52221,21
Bob,B.Sc(Hons),32989,25
Bob,II M.Sc(M),37471,29
Charlie,II M.Sc(M),81253,29
Eva,B.Sc(Hons),23460,20
Alice,II M.Sc(M),98871,26
David,II M.Sc(M),2710,25
Eva,II M.Tech,35184,21
Bob,I M.Sc(M),34447,20
David,I M.Tech,89869,20
Charlie,B.Sc(Hons),33010,25
Bob,II M.Tech,57186,22
Charlie,I M.Tech,76211,30
Alice,II M.Tech,93386,24
David,B.Sc(Hons),78299,28
Eva,I M.Tech,29017,20
